display_time	device_type	角度X(°)	角度Y(°)	角度Z(°)	加速度X(g)	加速度Y(g)	加速度Z(g)	accel_magnitude(g)	timestamp_unix_aligned	time_offset_seconds
05:23:30.983	WT3	3.75	5.03	-109.86	-0.071	0.043	1.003	1.0064288350400141	1772774610.983	-28800.0
05:23:30.993	WT2	43.52	16.78	-49.54	-0.287	0.662	0.707	1.0101791920248604	1772774610.994	-28800.0
05:23:31.141	WT4	-27.66	11.6	-87.94	-0.218	-0.466	0.892	1.0297300617152052	1772774611.141	-28800.0
05:23:31.184	WT1	1.64	67.17	-61.83	-0.987	0.201	-0.006	1.007276526084074	1772774611.184	-28800.0
05:23:31.190	WT3	3.61	4.52	-111.26	-0.09	0.048	1.002	1.0071782364606574	1772774611.191	-28800.0
05:23:31.200	WT4	-27.64	11.6	-88.65	-0.208	-0.455	0.877	1.0096623197881556	1772774611.201	-28800.0
05:23:31.203	WT2	43.15	16.31	-51.0	-0.297	0.667	0.703	1.0135615422854203	1772774611.203	-28800.0
05:23:31.209	WT4	-27.71	11.79	-87.17	-0.205	-0.464	0.88	1.0157366784752828	1772774611.2099998	-28800.0
05:23:31.243	WT1	2.03	67.01	-61.9	-0.992	0.202	-0.006	1.0123754244350265	1772774611.244	-28800.0
05:23:31.247	WT3	3.67	4.58	-111.81	-0.092	0.05	1.003	1.0084507920568062	1772774611.248	-28800.0
05:23:31.292	WT2	43.16	16.36	-51.48	-0.302	0.661	0.697	1.0069428980831037	1772774611.293	-28800.0
05:23:31.351	WT4	-27.65	11.64	-89.1	-0.215	-0.46	0.884	1.0194513230164548	1772774611.352	-28800.0
05:23:31.378	WT1	3.68	66.92	-60.73	-0.967	0.211	-0.024	0.990043433390677	1772774611.379	-28800.0
05:23:31.380	WT3	3.78	4.64	-112.16	-0.077	0.057	0.996	1.0005968219018087	1772774611.38	-28800.0
05:23:31.414	WT4	-27.71	11.78	-89.34	-0.214	-0.479	0.883	1.0270959059406284	1772774611.415	-28800.0
05:23:31.415	WT2	43.2	16.41	-51.77	-0.298	0.658	0.7	1.0058667903852876	1772774611.416	-28800.0
05:23:31.450	WT1	5.72	66.75	-59.09	-0.968	0.208	0.001	0.990095449944095	1772774611.451	-28800.0
05:23:31.486	WT3	3.97	4.72	-112.45	-0.078	0.053	1.005	1.0094146818825254	1772774611.486	-28800.0
05:23:31.486	WT2	43.25	16.58	-52.04	-0.293	0.653	0.715	1.011673366260079	1772774611.486	-28800.0
05:23:31.529	WT4	-27.8	12.12	-89.65	-0.211	-0.458	0.865	1.0012542134742806	1772774611.53	-28800.0
05:23:31.580	WT1	7.78	66.36	-57.41	-0.971	0.216	-0.043	0.9956635978080146	1772774611.5809999	-28800.0
05:23:31.582	WT3	4.23	4.81	-112.82	-0.079	0.052	0.999	1.003466989990204	1772774611.582	-28800.0
05:23:31.590	WT2	43.47	16.52	-52.37	-0.281	0.649	0.709	1.0014204911025137	1772774611.5900002	-28800.0
05:23:31.621	WT4	-27.92	12.43	-89.97	-0.227	-0.479	0.886	1.0324562944744926	1772774611.621	-28800.0
05:23:31.684	WT1	10.38	66.1	-55.39	-0.975	0.225	-0.052	1.0019750495895594	1772774611.684	-28800.0
05:23:31.684	WT3	4.47	4.53	-113.27	-0.093	0.054	1.0	1.0057658773293117	1772774611.685	-28800.0
05:23:31.686	WT2	43.6	16.06	-52.8	-0.292	0.664	0.709	1.014317997474165	1772774611.686	-28800.0
05:23:31.742	WT4	-27.94	12.57	-90.19	-0.233	-0.475	0.888	1.0336624207157772	1772774611.742	-28800.0
05:23:31.782	WT1	12.97	65.81	-53.53	-0.993	0.22	-0.105	1.022484229707236	1772774611.782	-28800.0
05:23:31.791	WT3	4.67	4.28	-113.74	-0.077	0.07	1.0	1.0053999204296766	1772774611.7910001	-28800.0
05:23:31.803	WT2	43.76	15.95	-53.27	-0.278	0.676	0.69	1.005166652849168	1772774611.804	-28800.0
05:23:31.833	WT4	-27.95	12.72	-90.38	-0.208	-0.458	0.885	1.0179651271040675	1772774611.8339999	-28800.0
05:23:31.839	WT1	15.67	65.42	-51.39	-0.964	0.225	-0.047	0.9910247221941539	1772774611.84	-28800.0
05:23:31.849	WT3	4.69	4.09	-113.81	-0.063	0.063	1.012	1.0159143664699304	1772774611.85	-28800.0
05:23:31.859	WT3	3.64	4.68	-110.56	-0.075	0.044	1.011	1.0147324770598405	1772774611.86	-28800.0
05:23:31.859	WT1	-0.24	67.45	-63.13	-0.978	0.196	-0.021	0.9976677803758123	1772774611.86	-28800.0
05:23:31.870	WT2	43.31	16.42	-50.3	-0.292	0.655	0.706	1.0063423870631705	1772774611.8700001	-28800.0
05:23:31.891	WT2	43.78	15.8	-53.32	-0.28	0.674	0.724	1.028033073397933	1772774611.892	-28800.0
05:23:31.951	WT4	-27.94	12.61	-90.17	-0.235	-0.461	0.886	1.0260321632385605	1772774611.952	-28800.0
05:23:31.982	WT3	4.74	3.87	-113.71	-0.065	0.071	0.995	0.9996454371425901	1772774611.982	-28800.0
05:23:31.990	WT1	18.06	65.41	-48.77	-0.975	0.211	-0.074	1.0003109516545343	1772774611.99	-28800.0
05:23:32.129	WT4	-27.88	12.54	-90.05	-0.232	-0.463	0.883	1.0236610767241274	1772774612.1299999	-28800.0
05:23:32.136	WT4	-27.67	12.33	-89.56	-0.201	-0.479	0.884	1.0253282401260584	1772774612.1369998	-28800.0
05:23:32.169	WT1	22.17	66.09	-43.19	-0.99	0.204	-0.082	1.014120308444713	1772774612.1699998	-28800.0
05:23:32.180	WT2	43.98	15.65	-53.23	-0.285	0.678	0.713	1.0243427160867598	1772774612.18	-28800.0
05:23:32.180	WT3	4.51	3.46	-113.28	-0.074	0.053	0.996	1.000150488676579	1772774612.18	-28800.0
05:23:32.223	WT4	-27.41	11.96	-88.84	-0.211	-0.451	0.864	0.9972050942509268	1772774612.223	-28800.0
05:23:32.223	WT2	44.11	15.16	-52.88	-0.269	0.661	0.703	1.0017439792681562	1772774612.224	-28800.0
05:23:32.273	WT1	25.49	66.39	-39.21	-0.963	0.197	-0.109	0.9889686547105524	1772774612.273	-28800.0
05:23:32.273	WT3	4.34	3.14	-112.94	-0.055	0.052	0.998	1.0008661249138169	1772774612.274	-28800.0
05:23:32.279	WT2	44.24	14.86	-52.51	-0.251	0.67	0.713	1.010084154909877	1772774612.28	-28800.0
05:23:32.342	WT4	-27.27	11.9	-88.31	-0.209	-0.474	0.887	1.0271932632177843	1772774612.3420002	-28800.0
05:23:32.382	WT1	26.19	66.95	-37.97	-1.0	0.175	-0.09	1.0191785908269462	1772774612.3820002	-28800.0
05:23:32.388	WT3	4.3	2.97	-112.62	-0.044	0.057	0.989	0.9916178699478948	1772774612.389	-28800.0
05:23:32.401	WT2	44.3	14.73	-52.17	-0.257	0.668	0.697	0.9990405397179837	1772774612.402	-28800.0
05:23:32.428	WT4	-27.09	11.74	-87.69	-0.209	-0.455	0.888	1.0194361186459895	1772774612.429	-28800.0
05:23:32.470	WT1	26.77	66.95	-36.73	-0.995	0.203	-0.101	1.0205072268239945	1772774612.47	-28800.0
05:23:32.492	WT2	44.09	14.63	-51.9	-0.268	0.671	0.707	1.0108976209290435	1772774612.492	-28800.0
05:23:32.512	WT3	4.05	2.78	-112.33	-0.059	0.045	0.997	0.9997574705897426	1772774612.512	-28800.0
05:23:32.569	WT4	-27.04	11.64	-87.19	-0.222	-0.461	0.892	1.028333117233905	1772774612.57	-28800.0
05:23:32.571	WT3	3.81	2.81	-112.09	-0.044	0.044	0.994	0.9959457816568129	1772774612.571	-28800.0
05:23:32.590	WT1	25.76	66.9	-37.28	-0.957	0.199	-0.078	0.9805784007411136	1772774612.5900002	-28800.0
05:23:32.612	WT4	-27.02	11.65	-86.74	-0.209	-0.474	0.874	1.0159886810393115	1772774612.613	-28800.0
05:23:32.615	WT2	43.97	14.56	-51.66	-0.264	0.667	0.73	1.0234671465171707	1772774612.615	-28800.0
05:23:32.674	WT1	26.07	67.2	-36.43	-0.975	0.174	-0.061	0.9922812101415606	1772774612.675	-28800.0
05:23:32.674	WT3	3.76	2.73	-111.84	-0.044	0.048	0.993	0.9951326544737641	1772774612.675	-28800.0
05:23:32.689	WT3	4.7	3.8	-113.59	-0.053	0.089	1.01	1.015297985815002	1772774612.6899998	-28800.0
05:23:32.689	WT1	19.08	65.79	-47.15	-0.965	0.178	-0.066	0.98349631417713	1772774612.6899998	-28800.0
05:23:32.702	WT2	44.04	14.51	-51.36	-0.268	0.654	0.713	1.0039467117332472	1772774612.7020001	-28800.0
05:23:32.710	WT2	44.24	15.58	-53.15	-0.262	0.673	0.689	0.9981452800068735	1772774612.71	-28800.0
05:23:32.728	WT4	-26.95	11.57	-86.23	-0.21	-0.46	0.889	1.0227516805168302	1772774612.7289999	-28800.0
05:23:32.772	WT1	27.37	67.71	-34.31	-0.952	0.184	-0.089	0.9736945106140836	1772774612.772	-28800.0
05:23:32.779	WT3	3.66	2.52	-111.6	-0.038	0.033	1.002	1.003263175841713	1772774612.779	-28800.0
05:23:32.819	WT4	-26.82	11.49	-85.7	-0.208	-0.449	0.876	1.0061018835088225	1772774612.82	-28800.0
05:23:32.822	WT2	44.07	14.39	-51.21	-0.275	0.659	0.707	1.004865662663423	1772774612.822	-28800.0
05:23:32.878	WT3	3.61	2.32	-111.48	-0.021	0.044	1.009	1.0101772121761607	1772774612.878	-28800.0
05:23:32.878	WT1	30.9	68.43	-30.44	-0.935	0.153	-0.017	0.9475879906372812	1772774612.878	-28800.0
05:23:32.881	WT2	44.19	14.3	-51.14	-0.239	0.659	0.696	0.9878350064661608	1772774612.882	-28800.0
05:23:32.944	WT4	-26.72	11.57	-85.31	-0.199	-0.451	0.883	1.0112818598195066	1772774612.945	-28800.0
05:23:32.982	WT1	32.5	69.27	-27.77	-0.978	0.161	-0.095	0.995705779836594	1772774612.982	-28800.0
05:23:32.988	WT3	3.55	2.23	-111.3	-0.04	0.035	1.011	1.0123961675154642	1772774612.9889998	-28800.0
05:23:33.184	WT4	-26.61	11.54	-84.47	-0.195	-0.446	0.895	1.0188061640959971	1772774613.184	-28800.0
05:23:33.187	WT1	34.76	70.29	-24.59	-0.981	0.137	-0.105	0.9960697766722972	1772774613.188	-28800.0
05:23:33.200	WT2	44.29	14.12	-51.02	-0.259	0.657	0.711	1.0021232459133955	1772774613.2	-28800.0
05:23:33.200	WT3	3.39	2.07	-111.23	-0.031	0.028	1.021	1.0218541970359567	1772774613.2	-28800.0
05:23:33.208	WT2	44.54	14.04	-51.05	-0.25	0.676	0.698	1.0033344407524343	1772774613.2089999	-28800.0
05:23:33.240	WT4	-26.55	11.48	-84.19	-0.201	-0.439	0.896	1.0178103949164599	1772774613.241	-28800.0
05:23:33.276	WT1	35.52	70.68	-23.73	-0.995	0.129	-0.085	1.0069215460997942	1772774613.277	-28800.0
05:23:33.276	WT3	3.31	2.06	-111.25	-0.041	0.034	1.016	1.0173952034484928	1772774613.277	-28800.0
05:23:33.303	WT2	44.63	13.97	-51.04	-0.247	0.69	0.704	1.0162307808760764	1772774613.304	-28800.0
05:23:33.378	WT4	-26.49	11.48	-83.96	-0.209	-0.453	0.892	1.0220342460015712	1772774613.379	-28800.0
05:23:33.401	WT1	39.08	71.36	-20.07	-0.958	0.104	-0.068	0.9660248444010122	1772774613.401	-28800.0
05:23:33.409	WT3	3.33	2.02	-111.29	-0.018	0.028	1.019	1.0195435253092435	1772774613.4099998	-28800.0
05:23:33.421	WT4	-26.32	11.6	-83.75	-0.203	-0.44	0.889	1.0124870369540542	1772774613.421	-28800.0
05:23:33.422	WT2	44.82	13.93	-51.08	-0.232	0.682	0.7	1.004464036190445	1772774613.4220002	-28800.0
05:23:33.476	WT1	45.89	72.52	-12.12	-1.029	0.098	-0.105	1.038975456880479	1772774613.477	-28800.0
05:23:33.476	WT3	3.46	2.01	-111.31	-0.028	0.028	1.009	1.0097767079904347	1772774613.477	-28800.0
05:23:33.481	WT2	45.09	13.96	-51.11	-0.275	0.682	0.694	1.0111305553685934	1772774613.4819999	-28800.0
05:23:33.543	WT4	-26.32	11.68	-83.48	-0.172	-0.442	0.9	1.0173239405420478	1772774613.544	-28800.0
05:23:33.580	WT1	55.83	73.38	-0.99	-0.974	0.045	-0.149	0.9863579471976692	1772774613.5809999	-28800.0
05:23:33.618	WT3	3.61	2.12	-111.49	-0.04	0.04	1.046	1.0475285198981459	1772774613.619	-28800.0
05:23:33.630	WT4	-26.36	12.16	-83.34	-0.215	-0.436	0.923	1.0431922162286296	1772774613.63	-28800.0
05:23:33.632	WT2	45.93	14.18	-51.31	-0.232	0.716	0.678	1.0129975320799158	1772774613.633	-28800.0
05:23:33.681	WT1	60.62	73.93	4.53	-1.024	0.063	-0.052	1.0272531333610035	1772774613.682	-28800.0
05:23:33.683	WT3	3.88	2.56	-111.4	-0.037	0.013	0.971	0.9717916443353483	1772774613.683	-28800.0
05:23:33.688	WT2	45.81	14.14	-51.02	-0.263	0.672	0.708	1.0109485644680445	1772774613.689	-28800.0
05:23:33.750	WT4	-26.67	11.52	-84.78	-0.206	-0.454	0.892	1.0218688761284396	1772774613.7500002	-28800.0
05:23:33.759	WT1	33.76	69.8	-26.16	-0.973	0.154	-0.046	0.9861850739085437	1772774613.76	-28800.0
05:23:33.777	WT4	-26.43	12.13	-83.11	-0.24	-0.456	0.879	1.0189097114072474	1772774613.7779999	-28800.0
05:23:33.792	WT1	62.25	73.99	6.46	-0.955	0.048	-0.095	0.9609131074139846	1772774613.792	-28800.0
05:23:33.799	WT3	3.9	2.53	-111.26	-0.031	0.043	1.019	1.020377871183024	1772774613.8	-28800.0
05:23:33.812	WT2	46.17	14.33	-50.84	-0.246	0.692	0.689	1.007025818934152	1772774613.812	-28800.0
05:23:33.819	WT3	3.5	2.18	-111.26	-0.026	0.022	1.018	1.0185695852517884	1772774613.82	-28800.0
05:23:33.841	WT4	-26.47	12.54	-83.31	-0.209	-0.447	0.896	1.02289100103579	1772774613.8419998	-28800.0
05:23:33.880	WT1	68.48	74.64	12.73	-0.992	0.031	-0.073	0.9951653129003241	1772774613.88	-28800.0
05:23:33.891	WT3	4.19	2.65	-111.24	-0.042	0.052	1.019	1.0211899921170398	1772774613.891	-28800.0
05:23:33.900	WT2	44.55	14.1	-50.97	-0.25	0.679	0.7	1.006747734042645	1772774613.9	-28800.0
05:23:33.902	WT2	46.76	14.32	-50.69	-0.234	0.713	0.681	1.0133538375118536	1772774613.9020002	-28800.0
05:23:33.982	WT4	-26.46	12.57	-83.15	-0.216	-0.455	0.894	1.0261174396724773	1772774613.982	-28800.0
05:23:34.099	WT3	4.45	2.81	-111.16	-0.048	0.047	1.017	1.0192163656456856	1772774614.1	-28800.0
05:23:34.099	WT1	73.42	74.99	17.75	-1.023	0.032	-0.089	1.0273626428871159	1772774614.1	-28800.0
05:23:34.115	WT2	47.27	14.4	-50.42	-0.271	0.72	0.688	1.0320780009282244	1772774614.116	-28800.0
05:23:34.141	WT4	-26.4	12.78	-83.15	-0.236	-0.439	0.907	1.0349231855553338	1772774614.141	-28800.0
05:23:34.180	WT1	73.87	75.22	17.78	-0.972	0.028	-0.042	0.9733098170675152	1772774614.18	-28800.0
05:23:34.191	WT3	4.82	3.13	-111.07	-0.053	0.051	1.015	1.0176615350891471	1772774614.192	-28800.0
05:23:34.230	WT4	-26.41	12.68	-83.14	-0.238	-0.448	0.905	1.0374839757798673	1772774614.23	-28800.0
05:23:34.233	WT4	-26.32	13.01	-83.31	-0.233	-0.44	0.88	1.0110830826396018	1772774614.233	-28800.0
05:23:34.233	WT2	47.54	14.57	-50.32	-0.265	0.707	0.667	1.0074537210214671	1772774614.234	-28800.0
05:23:34.259	WT2	47.34	14.38	-50.53	-0.243	0.726	0.66	1.0108041353298867	1772774614.26	-28800.0
05:23:34.276	WT1	74.19	75.43	18.0	-0.965	0.025	-0.079	0.9685509795565745	1772774614.277	-28800.0
05:23:34.278	WT3	5.19	3.25	-110.98	-0.055	0.067	1.004	1.0077350842359316	1772774614.278	-28800.0
05:23:34.291	WT2	47.92	14.69	-50.15	-0.273	0.707	0.66	1.0049766166433924	1772774614.2910001	-28800.0
05:23:34.348	WT4	-26.3	13.28	-83.42	-0.238	-0.435	0.871	1.0022524632047556	1772774614.349	-28800.0
05:23:34.390	WT1	73.87	75.83	17.55	-0.979	0.002	-0.051	0.9803295364315001	1772774614.39	-28800.0
05:23:34.398	WT3	5.61	3.54	-111.0	-0.063	0.091	0.995	1.0011368537817396	1772774614.3980002	-28800.0
05:23:34.409	WT2	48.36	14.96	-50.13	-0.28	0.707	0.637	0.9919768142451717	1772774614.4099998	-28800.0
05:23:34.441	WT4	-26.27	13.66	-83.54	-0.222	-0.438	0.885	1.0121032556019174	1772774614.442	-28800.0
05:23:34.483	WT1	73.55	76.08	17.11	-0.985	0.018	-0.061	0.9870511638208022	1772774614.483	-28800.0
05:23:34.493	WT3	5.86	3.7	-111.03	-0.049	0.081	1.006	1.0104444566625124	1772774614.493	-28800.0
05:23:34.502	WT2	48.57	15.07	-50.09	-0.264	0.709	0.661	1.0046382433493162	1772774614.502	-28800.0
05:23:34.580	WT4	-26.2	13.89	-83.47	-0.239	-0.447	0.889	1.0233528228328683	1772774614.5809999	-28800.0
05:23:34.604	WT1	74.92	76.21	18.43	-0.991	0.026	-0.098	0.9961731777156019	1772774614.604	-28800.0
05:23:34.609	WT3	6.21	3.81	-110.99	-0.068	0.076	1.012	1.0171253610052204	1772774614.61	-28800.0
05:23:34.617	WT4	-26.08	14.2	-83.5	-0.265	-0.441	0.89	1.0280107003334158	1772774614.6179998	-28800.0
05:23:34.684	WT3	6.75	4.1	-110.97	-0.083	0.075	1.013	1.0191579857902306	1772774614.684	-28800.0
05:23:34.684	WT1	81.23	76.34	24.29	-0.983	0.037	-0.021	0.9839202203430926	1772774614.684	-28800.0
05:23:34.684	WT2	48.91	15.15	-49.93	-0.275	0.706	0.665	1.0081101130332937	1772774614.685	-28800.0
05:23:34.712	WT2	49.78	15.3	-49.68	-0.3	0.729	0.648	1.0204631301521874	1772774614.7129998	-28800.0
05:23:34.783	WT4	-25.94	14.72	-83.8	-0.284	-0.431	0.881	1.021067088882998	1772774614.784	-28800.0
05:23:34.791	WT3	7.57	4.55	-111.02	-0.102	0.117	0.996	1.008022321181431	1772774614.7910001	-28800.0
05:23:34.808	WT1	74.72	76.74	17.15	-1.006	-0.007	-0.038	1.006741774240048	1772774614.808	-28800.0
05:23:34.830	WT4	-25.78	15.38	-84.17	-0.287	-0.42	0.872	1.0095310792640313	1772774614.8300002	-28800.0
05:23:34.830	WT1	73.59	74.9	17.71	-0.992	0.039	-0.067	0.9950246228109131	1772774614.8300002	-28800.0
05:23:34.833	WT2	50.61	15.64	-49.49	-0.298	0.732	0.619	1.0038869458260724	1772774614.8339999	-28800.0
05:23:34.839	WT3	4.55	2.89	-111.09	-0.064	0.042	1.004	1.0069140976270021	1772774614.84	-28800.0
05:23:34.884	WT1	80.99	77.22	23.49	-0.995	-0.018	-0.03	0.9956148853849063	1772774614.884	-28800.0
05:23:34.894	WT2	51.7	15.94	-49.11	-0.271	0.751	0.592	0.9939346054947478	1772774614.894	-28800.0
05:23:34.911	WT3	8.39	5.02	-110.95	-0.098	0.136	0.989	1.0031056773839933	1772774614.912	-28800.0
05:23:34.951	WT4	-25.64	15.8	-84.11	-0.274	-0.422	0.886	1.0188994062222236	1772774614.952	-28800.0
05:23:34.990	WT1	94.78	77.65	37.47	-1.025	0.001	-0.04	1.0257806783128642	1772774614.99	-28800.0
05:23:35.000	WT3	9.12	5.32	-110.71	-0.097	0.137	0.978	0.9923013655135218	1772774615.0	-28800.0
05:23:35.102	WT2	53.7	16.19	-48.16	-0.283	0.771	0.602	1.0182995629970584	1772774615.1020002	-28800.0
05:23:35.187	WT4	-25.53	16.38	-83.76	-0.294	-0.425	0.886	1.0256982987214125	1772774615.187	-28800.0
05:23:35.199	WT1	121.03	78.33	63.02	-1.017	-0.008	-0.038	1.017741126220219	1772774615.1990001	-28800.0
05:23:35.208	WT3	10.57	5.94	-110.31	-0.116	0.164	0.991	1.0111542908972893	1772774615.2089999	-28800.0
05:23:35.222	WT2	54.82	16.33	-47.75	-0.294	0.799	0.55	1.0135763414760628	1772774615.2220001	-28800.0
05:23:35.257	WT4	-25.46	16.69	-83.81	-0.287	-0.409	0.888	1.0189180536235483	1772774615.258	-28800.0
05:23:35.308	WT1	162.13	78.21	103.96	-1.002	-0.026	-0.018	1.002498877804858	1772774615.308	-28800.0
05:23:35.309	WT3	11.26	6.15	-110.15	-0.112	0.175	0.99	1.0115675953686931	1772774615.309	-28800.0
05:23:35.311	WT2	55.6	16.39	-47.41	-0.282	0.794	0.55	1.0062107135187939	1772774615.311	-28800.0
05:23:35.383	WT4	-25.42	16.82	-83.67	-0.301	-0.434	0.891	1.0357789339429528	1772774615.3830001	-28800.0
05:23:35.411	WT1	172.73	77.92	114.75	-1.011	-0.021	-0.029	1.0116338270342682	1772774615.412	-28800.0
05:23:35.422	WT3	11.84	6.14	-109.87	-0.106	0.179	0.983	1.0047716158411324	1772774615.4220002	-28800.0
05:23:35.431	WT4	-25.33	16.87	-83.57	-0.285	-0.423	0.875	1.0128074841745591	1772774615.432	-28800.0
05:23:35.431	WT2	56.08	16.28	-47.04	-0.288	0.796	0.544	1.0062286022569624	1772774615.432	-28800.0
05:23:35.440	WT4	-25.59	16.02	-83.82	-0.282	-0.438	0.888	1.029520276633734	1772774615.44	-28800.0
05:23:35.470	WT2	52.64	16.03	-48.66	-0.278	0.747	0.595	0.99464466016764	1772774615.47	-28800.0
05:23:35.473	WT1	170.91	77.74	112.96	-0.989	-0.022	-0.024	0.9895357497331767	1772774615.473	-28800.0
05:23:35.479	WT3	12.18	6.05	-109.68	-0.093	0.181	0.987	1.0077593958877287	1772774615.479	-28800.0
05:23:35.523	WT2	56.36	16.22	-46.85	-0.286	0.79	0.544	1.0009155808558483	1772774615.523	-28800.0
05:23:35.569	WT4	-25.35	16.79	-83.64	-0.294	-0.412	0.89	1.0238554585487154	1772774615.57	-28800.0
05:23:35.590	WT1	177.42	77.61	119.46	-1.018	-0.017	-0.014	1.01823818431642	1772774615.5900002	-28800.0
05:23:35.600	WT3	12.35	5.99	-109.63	-0.096	0.177	0.983	1.003411181918958	1772774615.6009998	-28800.0
05:23:35.646	WT4	-25.42	16.69	-83.79	-0.292	-0.42	0.886	1.0230640253669365	1772774615.6460001	-28800.0
05:23:35.648	WT2	56.41	16.12	-46.79	-0.278	0.781	0.547	0.9932039065569568	1772774615.649	-28800.0
05:23:35.686	WT1	173.84	77.67	115.96	-1.011	-0.031	-0.023	1.0117366258073293	1772774615.686	-28800.0
05:23:35.688	WT3	12.33	5.91	-109.59	-0.107	0.195	0.976	1.0010244752252564	1772774615.689	-28800.0
05:23:35.703	WT2	56.37	16.07	-46.8	-0.278	0.8	0.552	1.0109342214011752	1772774615.703	-28800.0
05:23:35.776	WT4	-25.53	16.68	-84.06	-0.279	-0.426	0.882	1.0184502933378732	1772774615.776	-28800.0
05:23:35.799	WT1	175.02	77.7	117.13	-1.011	-0.015	-0.0	1.0111112698412572	1772774615.799	-28800.0
05:23:35.809	WT3	12.29	5.91	-109.61	-0.107	0.182	0.975	0.9975961106580157	1772774615.81	-28800.0
05:23:35.819	WT2	56.32	16.02	-46.82	-0.273	0.798	0.55	1.0068927450329552	1772774615.82	-28800.0
05:23:35.859	WT1	88.42	77.95	30.78	-0.986	-0.013	-0.034	0.9866716779152019	1772774615.86	-28800.0
05:23:35.871	WT4	-25.61	16.5	-84.14	-0.285	-0.419	0.882	1.0172069602593172	1772774615.872	-28800.0
05:23:35.891	WT1	170.97	77.73	113.23	-1.009	-0.021	-0.028	1.0096068541764163	1772774615.891	-28800.0
05:23:35.899	WT3	12.26	5.8	-109.56	-0.111	0.19	0.978	1.0024494999749363	1772774615.8990002	-28800.0
05:23:35.900	WT3	9.73	5.65	-110.49	-0.096	0.133	1.005	1.018297598936578	1772774615.9	-28800.0
05:23:35.913	WT2	56.2	15.93	-46.79	-0.291	0.799	0.556	1.0159812990404893	1772774615.9139998	-28800.0
05:23:35.974	WT4	-25.68	16.44	-84.22	-0.287	-0.424	0.875	1.0137899190660755	1772774615.9740002	-28800.0
05:23:36.123	WT2	56.1	15.9	-46.66	-0.265	0.8	0.555	1.0090837428082964	1772774616.1230001	-28800.0
05:23:36.150	WT1	176.23	77.69	118.6	-1.009	-0.037	0.0	1.0096781665461523	1772774616.15	-28800.0
05:23:36.171	WT4	-25.72	16.38	-84.14	-0.291	-0.429	0.881	1.0221951868405563	1772774616.171	-28800.0
05:23:36.200	WT3	12.3	5.81	-109.5	-0.1	0.191	0.974	0.9975755610478837	1772774616.2	-28800.0
05:23:36.200	WT3	12.23	5.67	-109.42	-0.108	0.19	0.987	1.0109070184740039	1772774616.201	-28800.0
05:23:36.220	WT1	172.51	77.63	114.79	-1.014	-0.026	-0.001	1.014333771497331	1772774616.22	-28800.0
05:23:36.241	WT4	-25.71	16.38	-84.13	-0.296	-0.427	0.879	1.021071006345788	1772774616.2419999	-28800.0
05:23:36.243	WT2	56.09	15.86	-46.68	-0.273	0.797	0.548	1.0050084576758547	1772774616.243	-28800.0
