时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	位移X(mm)	位移Y(mm)	位移Z(mm)	速度X(mm/s)	速度Y(mm/s)	速度Z(mm/s)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2026-3-6 13:22:28.338	WT3(F3:2A:15:68:55:37)	-0.242	0.136	0.956	-3.479	1.343	2.563	9.45	14.90	-105.25	-30.800	6.000	-38.013	null	null	null	null	null	null	0.59088	0.15256	0.01294	-0.79202	25.8	10080.1.21	100
2026-3-6 13:22:28.352	WT2(CA:F4:44:5B:2A:5C)	-0.407	0.790	0.470	-3.906	-1.648	3.662	60.84	24.47	-43.57	-8.200	-16.000	-27.187	null	null	null	null	null	null	0.74121	0.52606	-0.01001	-0.41672	25.8	10080.1.21	100
2026-3-6 13:22:28.382	WT4(FA:E0:7F:9A:F3:3E)	-0.260	-0.477	0.847	1.343	2.197	0.427	-28.00	15.24	-76.64	-32.900	35.300	-46.107	null	null	null	null	null	null	0.77341	-0.10672	0.25137	-0.57196	26.4	10080.1.21	100
2026-3-6 13:22:28.401	WT3(F3:2A:15:68:55:37)	-0.259	0.145	0.968	1.343	0.183	-0.977	9.39	14.77	-105.19	-31.000	5.100	-40.593	null	null	null	null	null	null	0.59088	0.15256	0.01294	-0.79202	25.8	10080.1.21	100
2026-3-6 13:22:28.421	WT1(D0:8E:86:5B:BD:44)	-0.980	0.173	0.021	0.427	-2.380	-1.526	-18.69	69.57	-68.44	2.600	-12.927	-20.300	null	null	null	null	null	null	-0.29730	-0.66354	-0.18073	0.66226	24.2	10080.1.21	100
2026-3-6 13:22:28.443	WT2(CA:F4:44:5B:2A:5C)	-0.429	0.793	0.462	2.197	-2.808	0.244	60.79	24.39	-43.62	-8.200	-16.000	-27.187	null	null	null	null	null	null	0.74121	0.52606	-0.01001	-0.41672	25.8	10080.1.21	100
2026-3-6 13:22:28.502	WT4(FA:E0:7F:9A:F3:3E)	-0.262	-0.460	0.866	0.671	2.014	-1.099	-27.90	15.28	-76.76	-32.900	35.300	-46.107	null	null	null	null	null	null	0.77341	-0.10672	0.25137	-0.57196	26.4	10080.1.21	100
2026-3-6 13:22:28.511	WT1(D0:8E:86:5B:BD:44)	-0.992	0.148	0.058	1.038	-2.014	-1.953	-19.35	69.67	-69.33	2.600	-12.927	-20.300	null	null	null	null	null	null	-0.29861	-0.66214	-0.18213	0.66266	24.2	10080.1.21	100
2026-3-6 13:22:28.521	WT3(F3:2A:15:68:55:37)	-0.266	0.151	0.954	1.465	2.380	-2.563	9.51	14.89	-105.44	-31.000	5.100	-40.593	null	null	null	null	null	null	0.59088	0.15256	0.01294	-0.79202	25.8	10080.1.21	100
2026-3-6 13:22:28.588	WT4(FA:E0:7F:9A:F3:3E)	-0.275	-0.464	0.868	1.343	1.221	-1.404	-27.92	15.45	-77.06	-32.900	35.300	-46.107	null	null	null	null	null	null	0.77225	-0.10544	0.25113	-0.57385	26.4	10080.1.21	100
2026-3-6 13:22:28.589	WT2(CA:F4:44:5B:2A:5C)	-0.430	0.789	0.440	1.221	-1.526	-2.319	60.94	24.53	-43.86	-8.200	-16.000	-27.187	null	null	null	null	null	null	0.74161	0.52585	-0.01028	-0.41626	25.8	10080.1.21	100
2026-3-6 13:22:28.600	WT1(D0:8E:86:5B:BD:44)	-0.980	0.159	0.071	-1.465	0.244	0.122	-20.12	69.64	-70.16	2.600	-12.927	-20.300	null	null	null	null	null	null	-0.29861	-0.66214	-0.18213	0.66266	24.2	10080.1.21	100
2026-3-6 13:22:28.612	WT3(F3:2A:15:68:55:37)	-0.260	0.142	0.963	-0.061	-0.732	0.732	9.52	14.92	-105.56	-31.000	5.100	-40.593	null	null	null	null	null	null	0.58939	0.15265	0.01212	-0.79315	25.8	10080.1.21	100
2026-3-6 13:22:28.653	WT2(CA:F4:44:5B:2A:5C)	-0.429	0.794	0.457	-0.122	-0.244	1.587	60.88	24.51	-43.91	-8.200	-16.000	-27.187	null	null	null	null	null	null	0.74161	0.52585	-0.01028	-0.41626	25.8	10080.1.21	100
2026-3-6 13:22:28.686	WT4(FA:E0:7F:9A:F3:3E)	-0.273	-0.462	0.866	-0.061	-1.404	0.427	-27.90	15.34	-76.98	-32.900	35.300	-46.107	null	null	null	null	null	null	0.77225	-0.10544	0.25113	-0.57385	26.4	10080.1.21	100
2026-3-6 13:22:28.727	WT1(D0:8E:86:5B:BD:44)	-0.986	0.148	0.061	-1.221	-0.488	-0.488	-19.81	69.65	-69.77	2.600	-12.927	-20.300	null	null	null	null	null	null	-0.29861	-0.66214	-0.18213	0.66266	24.2	10080.1.21	100
2026-3-6 13:22:28.732	WT3(F3:2A:15:68:55:37)	-0.255	0.150	0.955	-0.122	0.244	1.038	9.59	14.85	-105.49	-31.000	5.100	-40.593	null	null	null	null	null	null	0.58939	0.15265	0.01212	-0.79315	25.8	10080.1.21	100
2026-3-6 13:22:28.786	WT4(FA:E0:7F:9A:F3:3E)	-0.274	-0.467	0.864	0.427	-0.244	0.671	-27.88	15.32	-76.98	-33.100	35.100	-47.507	null	null	null	null	null	null	0.77225	-0.10544	0.25113	-0.57385	26.4	10080.1.21	100
2026-3-6 13:22:28.787	WT2(CA:F4:44:5B:2A:5C)	-0.418	0.790	0.454	-0.610	-0.977	1.343	60.89	24.44	-43.86	-8.200	-15.600	-27.813	null	null	null	null	null	null	0.74161	0.52585	-0.01028	-0.41626	25.8	10080.1.21	100
2026-3-6 13:22:28.814	WT1(D0:8E:86:5B:BD:44)	-0.985	0.159	0.054	-1.465	-0.671	-1.160	-19.98	69.68	-69.83	2.500	-13.293	-21.800	null	null	null	null	null	null	-0.29861	-0.66214	-0.18213	0.66266	24.2	10080.1.21	100
2026-3-6 13:22:28.819	WT3(F3:2A:15:68:55:37)	-0.256	0.148	0.960	0.732	-0.061	0.977	9.65	14.80	-105.42	-29.000	5.500	-39.553	null	null	null	null	null	null	0.58939	0.15265	0.01212	-0.79315	25.8	10080.1.21	100
2026-3-6 13:22:28.831	WT2(CA:F4:44:5B:2A:5C)	-0.424	0.792	0.452	0.549	-0.122	0.671	60.91	24.37	-43.80	-8.200	-15.600	-27.813	null	null	null	null	null	null	0.74161	0.52585	-0.01028	-0.41626	25.8	10080.1.21	100
2026-3-6 13:22:28.894	WT4(FA:E0:7F:9A:F3:3E)	-0.280	-0.466	0.864	0.000	-0.061	0.305	-27.86	15.28	-76.92	-33.100	35.100	-47.507	null	null	null	null	null	null	0.77225	-0.10544	0.25113	-0.57385	26.4	10080.1.21	100
2026-3-6 13:22:28.936	WT1(D0:8E:86:5B:BD:44)	-0.991	0.158	0.061	3.296	1.770	1.160	-19.91	69.66	-69.80	2.500	-13.293	-21.800	null	null	null	null	null	null	-0.30005	-0.66180	-0.18387	0.66187	24.2	10080.1.21	100
2026-3-6 13:22:28.951	WT2(CA:F4:44:5B:2A:5C)	-0.411	0.795	0.460	-0.244	0.061	0.793	60.81	24.33	-43.76	-8.200	-15.600	-27.813	null	null	null	null	null	null	0.74332	0.52469	-0.01096	-0.41464	25.8	10080.1.21	100
2026-3-6 13:22:28.981	WT3(F3:2A:15:68:55:37)	-0.244	0.146	0.960	-0.488	-0.488	0.732	9.69	14.76	-105.36	-29.000	5.500	-39.553	null	null	null	null	null	null	0.58939	0.15265	0.01212	-0.79315	25.8	10080.1.21	100
2026-3-6 13:22:28.983	WT4(FA:E0:7F:9A:F3:3E)	-0.275	-0.465	0.861	0.549	-1.160	0.793	-27.82	15.27	-76.92	-33.100	35.100	-47.507	null	null	null	null	null	null	0.77328	-0.10626	0.24893	-0.57330	26.4	10080.1.21	100
2026-3-6 13:22:29.22	WT1(D0:8E:86:5B:BD:44)	-0.981	0.162	0.057	0.061	0.854	-1.343	-20.06	69.72	-69.81	2.500	-13.293	-21.800	null	null	null	null	null	null	-0.30005	-0.66180	-0.18387	0.66187	24.2	10080.1.21	100
2026-3-6 13:22:29.33	WT3(F3:2A:15:68:55:37)	-0.256	0.147	0.964	1.221	0.000	0.366	9.76	14.69	-105.34	-29.000	5.500	-39.553	null	null	null	null	null	null	0.58997	0.15329	0.00964	-0.79263	25.8	10080.1.21	100
2026-3-6 13:22:29.39	WT2(CA:F4:44:5B:2A:5C)	-0.428	0.795	0.461	1.160	0.061	0.061	60.88	24.29	-43.75	-8.200	-15.600	-27.813	null	null	null	null	null	null	0.74332	0.52469	-0.01096	-0.41464	25.8	10080.1.21	100
2026-3-6 13:22:29.100	WT4(FA:E0:7F:9A:F3:3E)	-0.287	-0.468	0.865	0.427	1.587	0.610	-27.76	15.30	-76.93	-33.100	35.100	-47.507	null	null	null	null	null	null	0.77328	-0.10626	0.24893	-0.57330	26.4	10080.1.21	100
2026-3-6 13:22:29.142	WT1(D0:8E:86:5B:BD:44)	-0.997	0.149	0.060	1.160	-0.488	-0.916	-20.65	69.81	-70.44	2.000	-8.720	-19.700	null	null	null	null	null	null	-0.30005	-0.66180	-0.18387	0.66187	24.2	10080.1.21	100
2026-3-6 13:22:29.154	WT3(F3:2A:15:68:55:37)	-0.260	0.153	0.958	0.916	1.404	-0.244	9.88	14.77	-105.41	-29.000	5.500	-39.553	null	null	null	null	null	null	0.58997	0.15329	0.00964	-0.79263	25.8	10080.1.21	100
2026-3-6 13:22:29.182	WT4(FA:E0:7F:9A:F3:3E)	-0.277	-0.464	0.858	0.671	1.160	0.610	-27.71	15.39	-77.01	-32.500	34.400	-46.320	null	null	null	null	null	null	0.77328	-0.10626	0.24893	-0.57330	26.4	10080.1.21	100
2026-3-6 13:22:29.182	WT2(CA:F4:44:5B:2A:5C)	-0.421	0.796	0.444	0.183	-0.366	0.122	60.97	24.36	-43.82	-9.800	-15.300	-27.440	null	null	null	null	null	null	0.74332	0.52469	-0.01096	-0.41464	25.8	10080.1.21	100
2026-3-6 13:22:29.201	WT1(D0:8E:86:5B:BD:44)	-0.980	0.160	0.069	-1.770	0.061	-1.343	-20.48	69.82	-70.35	2.000	-8.720	-19.700	null	null	null	null	null	null	-0.30005	-0.66180	-0.18387	0.66187	24.2	10080.1.21	100
2026-3-6 13:22:29.212	WT3(F3:2A:15:68:55:37)	-0.256	0.145	0.968	1.526	0.244	0.793	9.95	14.76	-105.41	-30.300	4.100	-39.767	null	null	null	null	null	null	0.58997	0.15329	0.00964	-0.79263	25.8	10080.1.21	100
2026-3-6 13:22:29.266	WT2(CA:F4:44:5B:2A:5C)	-0.423	0.792	0.459	1.587	-0.427	1.282	61.05	24.32	-43.81	-9.800	-15.300	-27.440	null	null	null	null	null	null	0.74332	0.52469	-0.01096	-0.41464	25.8	10080.1.21	100
2026-3-6 13:22:29.281	WT4(FA:E0:7F:9A:F3:3E)	-0.280	-0.459	0.867	1.831	1.221	1.038	-27.61	15.43	-76.95	-32.500	34.400	-46.320	null	null	null	null	null	null	0.77328	-0.10626	0.24893	-0.57330	26.4	10080.1.21	100
2026-3-6 13:22:29.324	WT1(D0:8E:86:5B:BD:44)	-0.989	0.147	0.058	0.427	0.122	-0.854	-20.62	69.99	-70.46	2.000	-8.720	-19.700	null	null	null	null	null	null	-0.30005	-0.66180	-0.18387	0.66187	24.2	10080.1.21	100
2026-3-6 13:22:29.333	WT3(F3:2A:15:68:55:37)	-0.258	0.154	0.956	1.038	0.488	0.427	10.15	14.78	-105.39	-30.300	4.100	-39.767	null	null	null	null	null	null	0.58997	0.15329	0.00964	-0.79263	25.8	10080.1.21	100
2026-3-6 13:22:29.370	WT4(FA:E0:7F:9A:F3:3E)	-0.274	-0.460	0.866	0.977	0.061	1.282	-27.54	15.50	-76.91	-32.500	34.400	-46.320	null	null	null	null	null	null	0.77374	-0.10300	0.24908	-0.57321	26.4	10080.1.21	100
2026-3-6 13:22:29.371	WT2(CA:F4:44:5B:2A:5C)	-0.416	0.793	0.445	0.305	0.000	0.427	61.22	24.32	-43.77	-9.800	-15.300	-27.440	null	null	null	null	null	null	0.74146	0.52740	-0.01266	-0.41452	25.8	10080.1.21	100
2026-3-6 13:22:29.415	WT1(D0:8E:86:5B:BD:44)	-0.997	0.137	0.063	-0.366	1.099	-1.038	-20.71	70.08	-70.52	2.000	-8.720	-19.700	null	null	null	null	null	null	-0.29742	-0.66156	-0.18655	0.66254	24.2	10080.1.21	100
2026-3-6 13:22:29.425	WT3(F3:2A:15:68:55:37)	-0.256	0.160	0.961	0.671	0.000	1.343	10.25	14.77	-105.34	-30.300	4.100	-39.767	null	null	null	null	null	null	0.59012	0.15549	0.00671	-0.79211	25.8	10080.1.21	100
2026-3-6 13:22:29.432	WT2(CA:F4:44:5B:2A:5C)	-0.418	0.795	0.444	-0.488	0.610	0.671	61.30	24.30	-43.69	-9.800	-15.300	-27.440	null	null	null	null	null	null	0.74146	0.52740	-0.01266	-0.41452	25.8	10080.1.21	100
2026-3-6 13:22:29.522	WT4(FA:E0:7F:9A:F3:3E)	-0.281	-0.458	0.869	0.793	0.000	0.977	-27.47	15.52	-76.82	-32.500	34.400	-46.320	null	null	null	null	null	null	0.77374	-0.10300	0.24908	-0.57321	26.4	10080.1.21	100
2026-3-6 13:22:29.533	WT1(D0:8E:86:5B:BD:44)	-0.982	0.153	0.041	0.061	-0.244	-1.770	-20.77	70.14	-70.47	2.000	-8.720	-19.700	null	null	null	null	null	null	-0.29742	-0.66156	-0.18655	0.66254	24.2	10080.1.21	100
2026-3-6 13:22:29.539	WT3(F3:2A:15:68:55:37)	-0.256	0.155	0.969	1.221	0.610	0.183	10.33	14.75	-105.28	-30.300	4.100	-39.767	null	null	null	null	null	null	0.59012	0.15549	0.00671	-0.79211	25.8	10080.1.21	100
2026-3-6 13:22:29.568	WT2(CA:F4:44:5B:2A:5C)	-0.425	0.799	0.454	2.014	-0.916	0.000	61.36	24.27	-43.68	-7.200	-14.000	-28.493	null	null	null	null	null	null	0.74146	0.52740	-0.01266	-0.41452	25.8	10080.1.21	100
2026-3-6 13:22:29.580	WT4(FA:E0:7F:9A:F3:3E)	-0.288	-0.457	0.864	0.916	1.892	0.000	-27.40	15.63	-76.83	-33.000	35.400	-50.107	null	null	null	null	null	null	0.77374	-0.10300	0.24908	-0.57321	26.4	10080.1.21	100
2026-3-6 13:22:29.621	WT1(D0:8E:86:5B:BD:44)	-0.985	0.138	0.050	3.113	0.549	-1.038	-21.04	70.31	-70.86	3.100	-12.520	-21.000	null	null	null	null	null	null	-0.29742	-0.66156	-0.18655	0.66254	24.2	10080.1.21	100
2026-3-6 13:22:29.630	WT3(F3:2A:15:68:55:37)	-0.252	0.164	0.958	1.648	0.732	-0.061	10.40	14.78	-105.37	-29.400	3.600	-36.940	null	null	null	null	null	null	0.59012	0.15549	0.00671	-0.79211	25.8	10080.1.21	100
2026-3-6 13:22:29.671	WT2(CA:F4:44:5B:2A:5C)	-0.416	0.797	0.440	0.977	-0.061	0.854	61.57	24.30	-43.71	-7.200	-14.000	-28.493	null	null	null	null	null	null	0.74146	0.52740	-0.01266	-0.41452	25.8	10080.1.21	100
2026-3-6 13:22:29.704	WT4(FA:E0:7F:9A:F3:3E)	-0.277	-0.457	0.860	0.244	-0.549	0.732	-27.38	15.68	-76.87	-33.000	35.400	-50.107	null	null	null	null	null	null	0.77374	-0.10300	0.24908	-0.57321	26.4	10080.1.21	100
2026-3-6 13:22:29.772	WT1(D0:8E:86:5B:BD:44)	-0.996	0.136	0.054	2.014	0.244	-2.869	-20.69	70.45	-70.61	3.100	-12.520	-21.000	null	null	null	null	null	null	-0.29742	-0.66156	-0.18655	0.66254	24.2	10080.1.21	100
2026-3-6 13:22:29.772	WT3(F3:2A:15:68:55:37)	-0.257	0.166	0.957	0.916	1.404	-0.122	10.24	14.78	-105.40	-29.400	3.600	-36.940	null	null	null	null	null	null	0.59012	0.15549	0.00671	-0.79211	25.8	10080.1.21	100
2026-3-6 13:22:29.773	WT2(CA:F4:44:5B:2A:5C)	-0.420	0.800	0.433	-0.122	0.305	-0.427	61.69	24.27	-43.71	-7.200	-14.000	-28.493	null	null	null	null	null	null	0.73959	0.53024	-0.01428	-0.41415	25.8	10080.1.21	100
2026-3-6 13:22:29.790	WT4(FA:E0:7F:9A:F3:3E)	-0.279	-0.453	0.869	1.343	0.793	-0.671	-27.39	15.68	-76.87	-33.000	35.400	-50.107	null	null	null	null	null	null	0.77396	-0.10129	0.24966	-0.57297	26.4	10080.1.21	100
