时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	位移X(mm)	位移Y(mm)	位移Z(mm)	速度X(mm/s)	速度Y(mm/s)	速度Z(mm/s)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2026-3-6 13:23:23.73	WT4(FA:E0:7F:9A:F3:3E)	-0.325	-0.442	0.859	-0.427	-3.906	1.526	-28.26	19.23	-83.64	-30.500	34.600	-48.893	null	null	null	null	null	null	0.74081	-0.07681	0.27740	-0.60684	26.6	10080.1.21	100
2026-3-6 13:23:23.110	WT1(D0:8E:86:5B:BD:44)	-0.989	0.204	0.122	2.869	11.230	2.808	-30.53	64.63	-85.65	5.300	-8.767	-20.300	null	null	null	null	null	null	-0.29776	-0.64969	-0.12497	0.68814	24.2	10080.1.21	100
2026-3-6 13:23:23.118	WT3(F3:2A:15:68:55:37)	-0.209	0.208	0.942	-1.953	-5.188	4.150	12.84	13.04	-108.39	-31.700	3.000	-40.187	null	null	null	null	null	null	0.56482	0.15118	-0.02136	-0.81091	25.9	10080.1.21	100
2026-3-6 13:23:23.131	WT2(CA:F4:44:5B:2A:5C)	-0.368	0.824	0.412	-1.709	2.625	1.953	64.18	22.46	-44.16	-10.900	-17.200	-24.540	null	null	null	null	null	null	0.73221	0.54272	-0.03781	-0.40961	25.9	10080.1.21	100
2026-3-6 13:23:23.169	WT4(FA:E0:7F:9A:F3:3E)	-0.306	-0.452	0.854	0.183	-4.578	1.221	-28.19	18.94	-83.28	-30.500	34.600	-48.893	null	null	null	null	null	null	0.74170	-0.07333	0.27875	-0.60556	26.6	10080.1.21	100
2026-3-6 13:23:23.200	WT1(D0:8E:86:5B:BD:44)	-0.980	0.235	0.099	4.211	6.958	-0.061	-29.12	64.64	-83.88	5.300	-8.767	-20.300	null	null	null	null	null	null	-0.29776	-0.64969	-0.12497	0.68814	24.2	10080.1.21	100
2026-3-6 13:23:23.209	WT3(F3:2A:15:68:55:37)	-0.202	0.190	0.959	-0.854	-3.601	0.732	12.71	12.73	-108.10	-31.700	3.000	-40.187	null	null	null	null	null	null	0.56982	0.15384	-0.02463	-0.80679	25.9	10080.1.21	100
2026-3-6 13:23:23.223	WT2(CA:F4:44:5B:2A:5C)	-0.367	0.837	0.449	1.953	0.366	-0.366	63.98	22.29	-43.99	-10.900	-17.200	-24.540	null	null	null	null	null	null	0.73221	0.54272	-0.03781	-0.40961	25.9	10080.1.21	100
2026-3-6 13:23:23.282	WT4(FA:E0:7F:9A:F3:3E)	-0.334	-0.462	0.850	1.892	1.404	-0.916	-28.10	18.86	-83.20	-30.500	34.600	-48.893	null	null	null	null	null	null	0.74170	-0.07333	0.27875	-0.60556	26.6	10080.1.21	100
2026-3-6 13:23:23.322	WT1(D0:8E:86:5B:BD:44)	-0.966	0.230	0.115	4.028	-0.610	-2.869	-29.70	64.72	-84.46	6.300	-8.793	-19.200	null	null	null	null	null	null	-0.29776	-0.64969	-0.12497	0.68814	24.2	10080.1.21	100
2026-3-6 13:23:23.332	WT3(F3:2A:15:68:55:37)	-0.241	0.198	0.962	2.502	-0.183	-1.770	12.85	12.76	-108.21	-31.700	3.000	-40.187	null	null	null	null	null	null	0.56982	0.15384	-0.02463	-0.80679	25.9	10080.1.21	100
2026-3-6 13:23:23.341	WT4(FA:E0:7F:9A:F3:3E)	-0.344	-0.450	0.853	0.305	2.625	-1.892	-28.02	19.03	-83.50	-31.700	36.600	-47.680	null	null	null	null	null	null	0.74170	-0.07333	0.27875	-0.60556	26.6	10080.1.21	100
2026-3-6 13:23:23.342	WT2(CA:F4:44:5B:2A:5C)	-0.395	0.828	0.411	4.150	-1.953	-1.648	64.19	22.35	-44.13	-9.400	-18.700	-26.453	null	null	null	null	null	null	0.73221	0.54272	-0.03781	-0.40961	25.9	10080.1.21	100
2026-3-6 13:23:23.383	WT1(D0:8E:86:5B:BD:44)	-0.977	0.216	0.140	5.249	0.366	3.601	-30.46	64.62	-85.47	6.300	-8.793	-19.200	null	null	null	null	null	null	-0.29776	-0.64969	-0.12497	0.68814	24.2	10080.1.21	100
2026-3-6 13:23:23.390	WT3(F3:2A:15:68:55:37)	-0.227	0.205	0.955	-0.916	-2.075	-0.488	12.88	12.98	-108.42	-31.500	2.900	-38.373	null	null	null	null	null	null	0.56982	0.15384	-0.02463	-0.80679	25.9	10080.1.21	100
2026-3-6 13:23:23.437	WT2(CA:F4:44:5B:2A:5C)	-0.390	0.822	0.426	0.488	-2.441	2.014	64.13	22.50	-44.34	-9.400	-18.700	-26.453	null	null	null	null	null	null	0.73221	0.54272	-0.03781	-0.40961	25.9	10080.1.21	100
2026-3-6 13:23:23.489	WT4(FA:E0:7F:9A:F3:3E)	-0.335	-0.461	0.837	0.000	-0.305	0.977	-28.04	19.05	-83.59	-31.700	36.600	-47.680	null	null	null	null	null	null	0.73984	-0.07059	0.27917	-0.60794	26.6	10080.1.21	100
2026-3-6 13:23:23.511	WT3(F3:2A:15:68:55:37)	-0.220	0.202	0.953	1.587	0.305	-0.488	12.94	13.00	-108.47	-31.500	2.900	-38.373	null	null	null	null	null	null	0.56982	0.15384	-0.02463	-0.80679	25.9	10080.1.21	100
2026-3-6 13:23:23.568	WT4(FA:E0:7F:9A:F3:3E)	-0.333	-0.452	0.845	0.671	1.709	0.000	-27.99	19.13	-83.67	-31.700	36.600	-47.680	null	null	null	null	null	null	0.73984	-0.07059	0.27917	-0.60794	26.6	10080.1.21	100
2026-3-6 13:23:23.569	WT1(D0:8E:86:5B:BD:44)	-0.969	0.219	0.111	3.784	0.732	-0.366	-30.34	64.61	-85.26	6.300	-8.793	-19.200	null	null	null	null	null	null	-0.29663	-0.64978	-0.12390	0.68869	24.2	10080.1.21	100
2026-3-6 13:23:23.584	WT2(CA:F4:44:5B:2A:5C)	-0.393	0.827	0.412	2.014	-0.488	1.099	64.23	22.55	-44.34	-9.400	-18.700	-26.453	null	null	null	null	null	null	0.73071	0.54327	-0.03903	-0.41144	25.9	10080.1.21	100
2026-3-6 13:23:23.590	WT1(D0:8E:86:5B:BD:44)	-0.959	0.216	0.119	0.061	-2.197	-0.244	-30.42	64.69	-85.44	6.300	-8.793	-19.200	null	null	null	null	null	null	-0.29663	-0.64978	-0.12390	0.68869	24.2	10080.1.21	100
2026-3-6 13:23:23.598	WT3(F3:2A:15:68:55:37)	-0.230	0.207	0.956	1.160	0.732	-0.366	13.07	12.97	-108.53	-31.500	2.900	-38.373	null	null	null	null	null	null	0.56583	0.15750	-0.02646	-0.80884	25.9	10080.1.21	100
2026-3-6 13:23:23.611	WT2(CA:F4:44:5B:2A:5C)	-0.391	0.826	0.415	2.258	-0.183	-0.061	64.30	22.55	-44.40	-9.400	-18.700	-26.453	null	null	null	null	null	null	0.73071	0.54327	-0.03903	-0.41144	25.9	10080.1.21	100
2026-3-6 13:23:23.682	WT4(FA:E0:7F:9A:F3:3E)	-0.342	-0.458	0.845	0.916	0.916	0.000	-27.97	19.24	-83.73	-31.700	36.600	-47.680	null	null	null	null	null	null	0.73984	-0.07059	0.27917	-0.60794	26.6	10080.1.21	100
2026-3-6 13:23:23.713	WT1(D0:8E:86:5B:BD:44)	-0.974	0.218	0.132	-1.099	-0.427	0.549	-30.89	64.75	-85.94	6.000	-8.373	-20.900	null	null	null	null	null	null	-0.29663	-0.64978	-0.12390	0.68869	24.2	10080.1.21	100
2026-3-6 13:23:23.720	WT3(F3:2A:15:68:55:37)	-0.226	0.208	0.954	0.427	-0.122	0.610	13.19	13.03	-108.55	-31.500	2.900	-38.373	null	null	null	null	null	null	0.56583	0.15750	-0.02646	-0.80884	25.9	10080.1.21	100
2026-3-6 13:23:23.775	WT4(FA:E0:7F:9A:F3:3E)	-0.350	-0.454	0.845	0.122	-0.549	0.488	-27.92	19.33	-83.74	-30.300	34.000	-52.907	null	null	null	null	null	null	0.73984	-0.07059	0.27917	-0.60794	26.6	10080.1.21	100
2026-3-6 13:23:23.776	WT2(CA:F4:44:5B:2A:5C)	-0.394	0.821	0.411	0.793	0.916	0.671	64.39	22.57	-44.40	-11.500	-16.500	-26.387	null	null	null	null	null	null	0.73071	0.54327	-0.03903	-0.41144	25.9	10080.1.21	100
2026-3-6 13:23:23.802	WT1(D0:8E:86:5B:BD:44)	-0.963	0.216	0.123	0.427	-0.610	-0.488	-30.78	64.75	-85.79	6.000	-8.373	-20.900	null	null	null	null	null	null	-0.29663	-0.64978	-0.12390	0.68869	24.2	10080.1.21	100
2026-3-6 13:23:23.809	WT3(F3:2A:15:68:55:37)	-0.228	0.208	0.959	0.183	-0.610	0.671	13.25	13.05	-108.52	-32.800	1.100	-35.580	null	null	null	null	null	null	0.56583	0.15750	-0.02646	-0.80884	25.9	10080.1.21	100
2026-3-6 13:23:23.824	WT2(CA:F4:44:5B:2A:5C)	-0.398	0.833	0.416	1.099	0.061	1.709	64.42	22.58	-44.35	-11.500	-16.500	-26.387	null	null	null	null	null	null	0.73071	0.54327	-0.03903	-0.41144	25.9	10080.1.21	100
2026-3-6 13:23:23.882	WT4(FA:E0:7F:9A:F3:3E)	-0.343	-0.452	0.844	1.099	0.305	0.671	-27.89	19.43	-83.73	-30.300	34.000	-52.907	null	null	null	null	null	null	0.73984	-0.07059	0.27917	-0.60794	26.6	10080.1.21	100
2026-3-6 13:23:23.921	WT1(D0:8E:86:5B:BD:44)	-0.952	0.208	0.126	-0.793	-1.709	-2.197	-30.92	64.80	-85.94	6.000	-8.373	-20.900	null	null	null	null	null	null	-0.29483	-0.65009	-0.12415	0.68918	24.2	10080.1.21	100
2026-3-6 13:23:23.931	WT3(F3:2A:15:68:55:37)	-0.220	0.208	0.951	0.610	-0.183	0.305	13.37	13.07	-108.50	-32.800	1.100	-35.580	null	null	null	null	null	null	0.56583	0.15750	-0.02646	-0.80884	25.9	10080.1.21	100
2026-3-6 13:23:23.941	WT2(CA:F4:44:5B:2A:5C)	-0.390	0.822	0.410	-0.244	0.427	1.831	64.47	22.60	-44.31	-11.500	-16.500	-26.387	null	null	null	null	null	null	0.72968	0.54480	-0.03931	-0.41119	25.9	10080.1.21	100
2026-3-6 13:23:23.979	WT4(FA:E0:7F:9A:F3:3E)	-0.340	-0.448	0.845	0.427	0.061	0.366	-27.82	19.49	-83.74	-30.300	34.000	-52.907	null	null	null	null	null	null	0.73959	-0.06662	0.28049	-0.60809	26.6	10080.1.21	100
2026-3-6 13:23:23.991	WT3(F3:2A:15:68:55:37)	-0.222	0.210	0.956	0.305	1.221	0.244	13.46	13.06	-108.50	-32.800	1.100	-35.580	null	null	null	null	null	null	0.56549	0.15961	-0.02856	-0.80859	25.9	10080.1.21	100
2026-3-6 13:23:24.10	WT1(D0:8E:86:5B:BD:44)	-0.966	0.208	0.108	-2.930	-2.197	-0.549	-30.83	64.90	-85.81	6.000	-8.373	-20.900	null	null	null	null	null	null	-0.29483	-0.65009	-0.12415	0.68918	24.2	10080.1.21	100
2026-3-6 13:23:24.81	WT2(CA:F4:44:5B:2A:5C)	-0.389	0.825	0.406	-0.732	-1.160	0.305	64.47	22.57	-44.32	-11.500	-16.500	-26.387	null	null	null	null	null	null	0.72968	0.54480	-0.03931	-0.41119	25.9	10080.1.21	100
2026-3-6 13:23:24.92	WT4(FA:E0:7F:9A:F3:3E)	-0.341	-0.447	0.851	-0.183	0.854	0.122	-27.80	19.51	-83.73	-30.500	36.000	-49.273	null	null	null	null	null	null	0.73959	-0.06662	0.28049	-0.60809	26.6	10080.1.21	100
2026-3-6 13:23:24.130	WT1(D0:8E:86:5B:BD:44)	-0.966	0.213	0.107	-1.099	0.732	2.075	-30.47	64.86	-85.48	6.200	-7.960	-21.600	null	null	null	null	null	null	-0.29483	-0.65009	-0.12415	0.68918	24.2	10080.1.21	100
2026-3-6 13:23:24.140	WT3(F3:2A:15:68:55:37)	-0.220	0.214	0.959	-0.122	-0.061	0.122	13.45	13.04	-108.52	-32.800	1.100	-35.580	null	null	null	null	null	null	0.56549	0.15961	-0.02856	-0.80859	25.9	10080.1.21	100
2026-3-6 13:23:24.150	WT4(FA:E0:7F:9A:F3:3E)	-0.343	-0.447	0.845	-0.488	-1.831	-0.061	-27.81	19.51	-83.68	-30.500	36.000	-49.273	null	null	null	null	null	null	0.73959	-0.06662	0.28049	-0.60809	26.6	10080.1.21	100
2026-3-6 13:23:24.178	WT2(CA:F4:44:5B:2A:5C)	-0.401	0.817	0.415	0.183	-0.122	-0.793	64.35	22.59	-44.38	-10.100	-16.300	-26.387	null	null	null	null	null	null	0.72968	0.54480	-0.03931	-0.41119	25.9	10080.1.21	100
2026-3-6 13:23:24.193	WT1(D0:8E:86:5B:BD:44)	-0.961	0.199	0.129	3.052	0.549	2.136	-30.01	64.73	-85.15	6.200	-7.960	-21.600	null	null	null	null	null	null	-0.29483	-0.65009	-0.12415	0.68918	24.2	10080.1.21	100
2026-3-6 13:23:24.198	WT3(F3:2A:15:68:55:37)	-0.221	0.214	0.949	-1.343	-0.305	0.244	13.43	13.02	-108.54	-32.400	2.600	-39.793	null	null	null	null	null	null	0.56549	0.15961	-0.02856	-0.80859	25.9	10080.1.21	100
2026-3-6 13:23:24.244	WT2(CA:F4:44:5B:2A:5C)	-0.395	0.819	0.424	-0.610	-0.061	0.732	64.22	22.63	-44.43	-10.100	-16.300	-26.387	null	null	null	null	null	null	0.72968	0.54480	-0.03931	-0.41119	25.9	10080.1.21	100
2026-3-6 13:23:24.275	WT4(FA:E0:7F:9A:F3:3E)	-0.341	-0.458	0.841	0.000	-0.793	0.305	-27.82	19.51	-83.70	-30.500	36.000	-49.273	null	null	null	null	null	null	0.73959	-0.06662	0.28049	-0.60809	26.6	10080.1.21	100
2026-3-6 13:23:24.312	WT1(D0:8E:86:5B:BD:44)	-0.972	0.215	0.118	-4.211	-3.418	-1.831	-30.04	64.71	-85.11	6.200	-7.960	-21.600	null	null	null	null	null	null	-0.29654	-0.64990	-0.12378	0.68866	24.2	10080.1.21	100
2026-3-6 13:23:24.322	WT3(F3:2A:15:68:55:37)	-0.229	0.207	0.953	0.366	1.770	-0.061	13.44	13.01	-108.53	-32.400	2.600	-39.793	null	null	null	null	null	null	0.56549	0.15961	-0.02856	-0.80859	25.9	10080.1.21	100
2026-3-6 13:23:24.382	WT4(FA:E0:7F:9A:F3:3E)	-0.341	-0.443	0.849	0.183	0.610	0.244	-27.80	19.54	-83.70	-30.500	36.000	-49.273	null	null	null	null	null	null	0.73965	-0.06613	0.28094	-0.60788	26.6	10080.1.21	100
2026-3-6 13:23:24.383	WT2(CA:F4:44:5B:2A:5C)	-0.396	0.826	0.412	0.000	-0.366	0.122	64.22	22.65	-44.46	-10.100	-16.300	-26.387	null	null	null	null	null	null	0.73032	0.54291	-0.03876	-0.41263	25.9	10080.1.21	100
2026-3-6 13:23:24.402	WT1(D0:8E:86:5B:BD:44)	-0.964	0.218	0.143	-4.578	-1.038	0.000	-29.79	64.66	-84.96	6.200	-7.960	-21.600	null	null	null	null	null	null	-0.29654	-0.64990	-0.12378	0.68866	24.2	10080.1.21	100
2026-3-6 13:23:24.408	WT3(F3:2A:15:68:55:37)	-0.231	0.208	0.956	-0.305	0.000	0.549	13.44	13.01	-108.55	-32.400	2.600	-39.793	null	null	null	null	null	null	0.56531	0.15842	-0.02817	-0.80896	25.9	10080.1.21	100
2026-3-6 13:23:24.420	WT2(CA:F4:44:5B:2A:5C)	-0.391	0.833	0.417	0.000	0.122	0.488	64.14	22.62	-44.50	-10.100	-16.300	-26.387	null	null	null	null	null	null	0.73032	0.54291	-0.03876	-0.41263	25.9	10080.1.21	100
2026-3-6 13:23:24.484	WT4(FA:E0:7F:9A:F3:3E)	-0.342	-0.449	0.846	-0.183	1.587	0.977	-27.80	19.53	-83.67	-30.500	36.000	-49.273	null	null	null	null	null	null	0.73965	-0.06613	0.28094	-0.60788	26.6	10080.1.21	100
2026-3-6 13:23:24.521	WT1(D0:8E:86:5B:BD:44)	-0.963	0.226	0.130	-1.343	1.465	0.732	-29.77	64.64	-84.95	6.000	-7.780	-20.200	null	null	null	null	null	null	-0.29654	-0.64990	-0.12378	0.68866	24.2	10080.1.21	100
2026-3-6 13:23:24.530	WT3(F3:2A:15:68:55:37)	-0.217	0.208	0.955	-0.244	-2.075	1.160	13.21	12.96	-108.61	-32.400	2.600	-39.793	null	null	null	null	null	null	0.56531	0.15842	-0.02817	-0.80896	25.9	10080.1.21	100
2026-3-6 13:23:24.542	WT2(CA:F4:44:5B:2A:5C)	-0.378	0.828	0.423	0.000	-1.343	1.343	64.09	22.58	-44.47	-10.500	-17.000	-28.153	null	null	null	null	null	null	0.73032	0.54291	-0.03876	-0.41263	25.9	10080.1.21	100
2026-3-6 13:23:24.580	WT4(FA:E0:7F:9A:F3:3E)	-0.347	-0.450	0.844	0.061	0.366	0.732	-27.85	19.63	-83.84	-29.200	35.000	-49.680	null	null	null	null	null	null	0.73965	-0.06613	0.28094	-0.60788	26.6	10080.1.21	100
2026-3-6 13:23:24.612	WT1(D0:8E:86:5B:BD:44)	-0.972	0.211	0.096	2.075	1.526	-0.916	-29.63	64.71	-84.72	6.000	-7.780	-20.200	null	null	null	null	null	null	-0.29654	-0.64990	-0.12378	0.68866	24.2	10080.1.21	100
2026-3-6 13:23:24.620	WT3(F3:2A:15:68:55:37)	-0.222	0.216	0.953	0.244	-1.526	-0.244	13.13	12.95	-108.61	-31.600	1.300	-37.360	null	null	null	null	null	null	0.56531	0.15842	-0.02817	-0.80896	25.9	10080.1.21	100
2026-3-6 13:23:24.687	WT2(CA:F4:44:5B:2A:5C)	-0.394	0.823	0.410	-0.061	0.793	-1.404	64.12	22.60	-44.48	-10.500	-17.000	-28.153	null	null	null	null	null	null	0.73032	0.54291	-0.03876	-0.41263	25.9	10080.1.21	100
2026-3-6 13:23:24.693	WT4(FA:E0:7F:9A:F3:3E)	-0.333	-0.451	0.851	0.366	-0.244	-0.916	-27.86	19.64	-83.85	-29.200	35.000	-49.680	null	null	null	null	null	null	0.73965	-0.06613	0.28094	-0.60788	26.6	10080.1.21	100
2026-3-6 13:23:24.733	WT1(D0:8E:86:5B:BD:44)	-0.958	0.209	0.116	2.930	0.732	-1.038	-29.26	64.67	-84.48	6.000	-7.780	-20.200	null	null	null	null	null	null	-0.29602	-0.65155	-0.12115	0.68777	24.2	10080.1.21	100
2026-3-6 13:23:24.742	WT3(F3:2A:15:68:55:37)	-0.220	0.215	0.960	-0.793	0.183	0.061	13.08	12.90	-108.62	-31.600	1.300	-37.360	null	null	null	null	null	null	0.56531	0.15842	-0.02817	-0.80896	25.9	10080.1.21	100
2026-3-6 13:23:24.752	WT4(FA:E0:7F:9A:F3:3E)	-0.334	-0.442	0.853	-0.305	-1.526	-0.366	-27.86	19.64	-83.85	-29.200	35.000	-49.680	null	null	null	null	null	null	0.73895	-0.06583	0.28174	-0.60837	26.6	10080.1.21	100
2026-3-6 13:23:24.754	WT2(CA:F4:44:5B:2A:5C)	-0.382	0.833	0.414	-1.404	0.427	-0.732	64.03	22.63	-44.51	-10.500	-17.000	-28.153	null	null	null	null	null	null	0.73129	0.54163	-0.03790	-0.41266	25.9	10080.1.21	100
2026-3-6 13:23:24.798	WT1(D0:8E:86:5B:BD:44)	-0.952	0.223	0.101	1.465	3.235	0.061	-28.67	64.65	-84.02	6.000	-7.780	-20.200	null	null	null	null	null	null	-0.29602	-0.65155	-0.12115	0.68777	24.2	10080.1.21	100
2026-3-6 13:23:24.800	WT3(F3:2A:15:68:55:37)	-0.214	0.205	0.952	-0.549	-1.526	0.183	13.06	12.86	-108.59	-31.600	1.300	-37.360	null	null	null	null	null	null	0.56555	0.15576	-0.02637	-0.80939	25.9	10080.1.21	100
2026-3-6 13:23:24.843	WT2(CA:F4:44:5B:2A:5C)	-0.396	0.820	0.417	-0.610	-1.526	-0.854	63.90	22.56	-44.54	-10.500	-17.000	-28.153	null	null	null	null	null	null	0.73129	0.54163	-0.03790	-0.41266	25.9	10080.1.21	100
2026-3-6 13:23:24.901	WT4(FA:E0:7F:9A:F3:3E)	-0.352	-0.441	0.856	-0.854	-0.916	-0.916	-27.86	19.65	-83.84	-29.200	35.000	-49.680	null	null	null	null	null	null	0.73895	-0.06583	0.28174	-0.60837	26.6	10080.1.21	100
2026-3-6 13:23:24.922	WT3(F3:2A:15:68:55:37)	-0.225	0.201	0.966	-1.709	0.732	-0.244	12.95	12.84	-108.66	-31.600	1.300	-37.360	null	null	null	null	null	null	0.56555	0.15576	-0.02637	-0.80939	25.9	10080.1.21	100
2026-3-6 13:23:24.943	WT1(D0:8E:86:5B:BD:44)	-0.948	0.220	0.116	4.822	-0.610	0.916	-28.02	64.55	-83.72	6.000	-7.780	-20.200	null	null	null	null	null	null	-0.29602	-0.65155	-0.12115	0.68777	24.2	10080.1.21	100
2026-3-6 13:23:24.977	WT4(FA:E0:7F:9A:F3:3E)	-0.351	-0.449	0.846	-0.427	-0.488	-0.305	-27.87	19.66	-83.84	-31.700	37.100	-48.873	null	null	null	null	null	null	0.73895	-0.06583	0.28174	-0.60837	26.6	10080.1.21	100
